,Loss,Val_Loss,Accuracy,Val_Accuracy
0,4.422044846872183,4.2460303946424975,0.03168461538461539,0.04293130990415336
1,4.110811885804396,3.6752999621077467,0.08728461538461539,0.1623402555910543
2,3.7175960732093225,3.453697615157301,0.16922307692307692,0.2362220447284345
3,3.536113869711069,3.449915824987637,0.21523846153846155,0.24700479233226838
4,3.4888953749730036,3.231452204929754,0.23539230769230768,0.2965255591054313
5,3.5246772812183087,3.564011306046678,0.23507692307692307,0.2478035143769968
6,3.3826944351783164,3.245862347249406,0.26814615384615387,0.2987220447284345
7,3.2741878597993117,3.2339855104970474,0.2943230769230769,0.3218849840255591
8,3.17967967844743,3.00650651729145,0.31576923076923075,0.36381789137380194
9,3.1113331305283767,2.9701909938940223,0.33374615384615386,0.36261980830670926
10,3.0489826944351197,3.0102437304231686,0.3472230769230769,0.3600239616613419
11,3.0075920678212094,3.020230483704101,0.35973076923076924,0.35942492012779553
12,2.9583396071360664,2.9837361402785816,0.3704846153846154,0.38039137380191695
13,2.923257577411945,2.9277017371723066,0.3804153846153846,0.3845846645367412
14,2.889994154768724,2.8225821359469867,0.38866153846153845,0.39996006389776356
15,2.8592414288300736,2.850140931507269,0.39742307692307693,0.4033546325878594
16,2.8335237881146944,2.887925376526464,0.4030076923076923,0.40894568690095845
17,2.8024526493659385,2.81906611622332,0.4119076923076923,0.413538338658147
18,2.7711025671738843,2.7642333675116397,0.4203230769230769,0.42312300319488816
19,2.750870434335562,2.6726809442995454,0.42405384615384617,0.4468849840255591
20,2.723411300453773,2.743897233908169,0.43274615384615384,0.4259185303514377
21,2.699590792920039,2.6738484633235506,0.43885384615384615,0.4524760383386581
22,2.6867820251905,2.582297974120314,0.4407384615384615,0.46445686900958466
23,2.661873238167396,2.692400507271861,0.4496307692307692,0.4532747603833866
24,2.636103420639038,2.6322994491162772,0.45521538461538463,0.4646565495207668
25,2.6177487102801984,2.60085545446926,0.45724615384615386,0.47464057507987223
26,2.599010739165086,2.5860937266304087,0.46403076923076925,0.4728434504792332
27,2.584081408060514,2.7007879864293547,0.46797692307692307,0.4470846645367412
28,2.562089925780663,2.4997214294089294,0.47496153846153844,0.5065894568690096
29,2.5494821488160353,2.6051560099513384,0.4781153846153846,0.4652555910543131
30,2.523654507284898,2.592196653635738,0.4844769230769231,0.48043130990415334
31,2.5053479684242834,2.6053480652574534,0.48846153846153845,0.4770367412140575
32,2.4898707758683423,2.413186765707339,0.49465384615384617,0.5249600638977636
33,2.4705010645646315,2.4979561327364497,0.49945384615384614,0.5103833865814696
34,2.4514291927190928,2.53409656263388,0.5047076923076923,0.49640575079872207
35,2.4417676054147575,2.6117379661566154,0.5057538461538461,0.4752396166134185
36,2.420152163828336,2.4757891809597563,0.5124230769230769,0.5043929712460063
37,2.401682409770672,2.8696347006593648,0.5163461538461539,0.41533546325878595
38,2.3808824500010566,2.421519732703797,0.5233615384615384,0.525758785942492
39,2.3711021574607263,2.846083829197259,0.5244076923076924,0.4333067092651757
40,2.3440818932606624,2.5532667187456126,0.5337615384615385,0.49900159744408945
41,2.3286157591599683,2.366137229596464,0.5367538461538461,0.5261581469648562
42,2.307387318552457,2.5964468949899886,0.5421,0.4854233226837061
43,2.291768014761118,2.426830045712261,0.5482769230769231,0.5159744408945687
44,2.278029841716473,2.4831375820568193,0.5515846153846153,0.507388178913738
45,2.2622124255840594,2.358901305510975,0.5553769230769231,0.5387380191693291
46,2.2428023316163284,2.6205243771068587,0.5608923076923077,0.4904153354632588
47,2.221792325606713,2.4180669474144714,0.5675384615384615,0.5247603833865815
48,2.204038356238145,2.5129635347345003,0.5710923076923077,0.5087859424920128
49,2.181669089067899,2.2655226555876076,0.5775769230769231,0.5609025559105432
50,2.1637651426902185,2.3806555027398058,0.5829923076923077,0.5309504792332268
51,2.1514233879676232,2.219072846368479,0.5845230769230769,0.5702875399361023
52,2.1271558366188636,2.5092554256177175,0.5928538461538462,0.5313498402555911
53,2.1105692455291747,2.242786520395797,0.5975,0.5652955271565495
54,2.0919445350206813,2.2621926191134953,0.6024615384615385,0.5623003194888179
55,2.0733779502428495,2.3238687201049,0.6065538461538461,0.5593051118210862
56,2.051008413358835,2.3938917603355625,0.6128153846153847,0.5387380191693291
57,2.0318506442876965,2.364574922921178,0.6182692307692308,0.545926517571885
58,2.011208362007141,2.240640328143732,0.6258461538461538,0.5644968051118211
59,1.9932021084565383,2.0905112624168396,0.6290615384615384,0.6236022364217252
60,1.9742554996637198,2.1358402740841096,0.6336384615384615,0.6082268370607029
61,1.9520770104188185,2.0541064413591696,0.6417153846153846,0.6230031948881789
62,1.932893128145658,2.0864917746367166,0.6468384615384616,0.6132188498402555
63,1.912620039162269,2.0919298904772385,0.6532307692307693,0.615814696485623
64,1.884672214581416,2.045508844974323,0.6618538461538461,0.6325878594249201
65,1.8685500290944026,2.052970252288416,0.6664076923076923,0.6228035143769968
66,1.8523607301712035,2.0881450018181966,0.6715692307692308,0.6263977635782748
67,1.8261192665833694,2.0833774136659056,0.6771615384615385,0.6200079872204473
68,1.8104762610655565,2.0578260457934663,0.682923076923077,0.6301916932907349
69,1.7894594153110797,1.9914567295354777,0.6891384615384616,0.6479632587859425
70,1.7645619216478787,1.8243009747026828,0.6956923076923077,0.6841054313099042
71,1.7457471565760099,1.8985382678409735,0.7018153846153846,0.667132587859425
72,1.7239967921990615,1.9683107413803806,0.7076307692307693,0.6527555910543131
73,1.7020992361142084,1.870975080199135,0.7143692307692308,0.6719249201277955
74,1.6801445932168226,1.8097636025553694,0.7209230769230769,0.696685303514377
75,1.6591830546232371,1.7991229095778907,0.7263846153846154,0.6990814696485623
76,1.636380594921112,1.9223791490347621,0.7332615384615384,0.6717252396166135
77,1.6150828543076148,1.7605097263384932,0.7403,0.702276357827476
78,1.5908301730376024,1.870598158516442,0.7467384615384616,0.6723242811501597
79,1.5712338153765752,1.8255332047566057,0.7537769230769231,0.6958865814696485
80,1.546684603720445,1.7418782922406546,0.7617769230769231,0.7128594249201278
81,1.5256597481947678,1.785163166423956,0.768623076923077,0.7024760383386581
82,1.503863240990272,1.70813307118492,0.7756076923076923,0.7276357827476039
83,1.4797472867305461,1.7623092745439695,0.7822153846153846,0.7186501597444089
84,1.4530103972214918,1.6613292810254203,0.7910692307692307,0.7350239616613419
85,1.4330955160874588,1.7345713445553765,0.7965846153846153,0.7210463258785943
86,1.4089758078941932,1.704843455800614,0.8052461538461538,0.7256389776357828
87,1.3813694523664621,1.7641984961284236,0.8142230769230769,0.7222444089456869
88,1.3576777689640338,1.6410524780377032,0.8221307692307692,0.7515974440894568
89,1.3389306751984815,1.6362364661579314,0.8272461538461539,0.7515974440894568
90,1.3094911843740022,1.5985227798501525,0.8378692307692308,0.7609824281150159
91,1.2919764159642733,1.5819314202180685,0.8434923076923077,0.764576677316294
92,1.2683042716319743,1.5891073485152027,0.8518615384615384,0.759185303514377
93,1.2448288308363695,1.632561947971868,0.8594923076923077,0.7587859424920128
94,1.227914075594682,1.6101151615286027,0.8663076923076923,0.7569888178913738
95,1.2099032676550059,1.6005134289257061,0.8724153846153846,0.7637779552715654
96,1.1915587232222924,1.582752635875068,0.8788846153846154,0.7705670926517572
97,1.176005923285851,1.658844169145956,0.8835,0.7563897763578274
98,1.160281292944688,1.572466256519476,0.8902769230769231,0.7753594249201278
99,1.1448561837709867,1.6283492455467248,0.8953769230769231,0.7657747603833865
